timestamp,ecg
0.8160,0.0535
0.8200,0.0549
0.8240,0.0470
0.8280,0.0437
0.8320,0.0539
0.8360,0.0699
0.8400,0.0774
0.8440,0.0739
0.8480,0.0723
0.8520,0.0838
0.8560,0.1038
0.8600,0.1179
0.8640,0.1198
0.8680,0.1200
0.8720,0.1316
0.8760,0.1534
0.8800,0.1713
0.8840,0.1761
0.8880,0.1749
0.8920,0.1820
0.8960,0.1999
0.9000,0.2158
0.9040,0.2180
0.9080,0.2106
0.9120,0.2078
0.9160,0.2161
0.9200,0.2250
0.9240,0.2214
0.9280,0.2058
0.9320,0.1922
0.9360,0.1901
0.9400,0.1925
0.9440,0.1852
0.9480,0.1654
0.9520,0.1455
0.9560,0.1376
0.9600,0.1381
0.9640,0.1327
0.9680,0.1150
0.9720,0.0949
0.9760,0.0863
0.9800,0.0888
0.9840,0.0890
0.9880,0.0771
0.9920,0.0599
0.9960,0.0518
1.0000,0.0559
1.0040,0.0597
1.0080,0.0503
1.0120,0.0302
1.0160,0.0129
1.0200,0.0047
1.0240,-0.0040
1.0280,-0.0253
1.0320,-0.0563
1.0360,-0.0787
1.0400,-0.0769
1.0440,-0.0519
1.0480,-0.0136
1.0520,0.0368
1.0560,0.1122
1.0600,0.2237
1.0640,0.3656
1.0680,0.5189
1.0720,0.6698
1.0760,0.8187
1.0800,0.9680
1.0840,1.1055
1.0880,1.2050
1.0920,1.2460
1.0960,1.2282
1.1000,1.1653
1.1040,1.0663
1.1080,0.9294
1.1120,0.7554
1.1160,0.5613
1.1200,0.3751
1.1240,0.2153
1.1280,0.0810
1.1320,-0.0374
1.1360,-0.1393
1.1400,-0.2123
1.1440,-0.2482
1.1480,-0.2562
1.1520,-0.2544
1.1560,-0.2511
1.1600,-0.2383
1.1640,-0.2067
1.1680,-0.1616
1.1720,-0.1197
1.1760,-0.0910
1.1800,-0.0681
1.1840,-0.0382
1.1880,-0.0004
1.1920,0.0319
1.1960,0.0481
1.2000,0.0543
1.2040,0.0655
1.2080,0.0871
1.2120,0.1085
1.2160,0.1174
1.2200,0.1161
1.2240,0.1193
1.2280,0.1353
1.2320,0.1557
1.2360,0.1667
1.2400,0.1665
1.2440,0.1682
1.2480,0.1827
1.2520,0.2047
1.2560,0.2195
1.2600,0.2220
1.2640,0.2230
1.2680,0.2353
1.2720,0.2573
1.2760,0.2747
1.2800,0.2790
1.2840,0.2782
1.2880,0.2866
1.2920,0.3060
1.2960,0.3236
1.3000,0.3281
1.3040,0.3243
1.3080,0.3268
1.3120,0.3411
1.3160,0.3564
1.3200,0.3595
1.3240,0.3518
1.3280,0.3472
1.3320,0.3544
1.3360,0.3656
1.3400,0.3665
1.3440,0.3547
1.3480,0.3429
1.3520,0.3424
1.3560,0.3488
1.3600,0.3475
1.3640,0.3328
1.3680,0.3150
1.3720,0.3075
1.3760,0.3094
1.3800,0.3070
1.3840,0.2913
1.3880,0.2698
1.3920,0.2570
1.3960,0.2558
1.4000,0.2537
1.4040,0.2393
1.4080,0.2168
1.4120,0.2009
1.4160,0.1978
1.4200,0.1974
1.4240,0.1864
1.4280,0.1654
1.4320,0.1483
1.4360,0.1443
1.4400,0.1464
1.4440,0.1400
1.4480,0.1222
1.4520,0.1052
1.4560,0.1008
1.4600,0.1052
1.4640,0.1038
1.4680,0.0902
1.4720,0.0741
1.4760,0.0691
1.4800,0.0751
1.4840,0.0782
1.4880,0.0690
1.4920,0.0541
1.4960,0.0482
1.5000,0.0547
1.5040,0.0614
1.5080,0.0564
1.5120,0.0430
1.5160,0.0358
1.5200,0.0416
1.5240,0.0508
1.5280,0.0496
1.5320,0.0379
1.5360,0.0292
1.5400,0.0334
1.5440,0.0439
1.5480,0.0462
1.5520,0.0364
1.5560,0.0264
1.5600,0.0283
1.5640,0.0391
1.5680,0.0443
1.5720,0.0367
1.5760,0.0257
1.5800,0.0250
1.5840,0.0351
1.5880,0.0428
1.5920,0.0377
1.5960,0.0262
1.6000,0.0228
1.6040,0.0316
1.6080,0.0411
1.6120,0.0388
1.6160,0.0275
1.6200,0.0215
1.6240,0.0355
1.6280,0.0483
1.6320,0.0513
1.6360,0.0439
1.6400,0.0393
1.6440,0.0480
1.6480,0.0642
1.6520,0.0733
1.6560,0.0708
1.6600,0.0682
1.6640,0.0780
1.6680,0.0979
1.6720,0.1133
1.6760,0.1165
1.6800,0.1160
1.6840,0.1257
1.6880,0.1467
1.6920,0.1655
1.6960,0.1715
1.7000,0.1697
1.7040,0.1746
1.7080,0.1909
1.7120,0.2071
1.7160,0.2103
1.7200,0.2024
1.7240,0.1974
1.7280,0.2035
1.7320,0.2123
1.7360,0.2096
1.7400,0.1940
1.7440,0.1785
1.7480,0.1743
1.7520,0.1763
1.7560,0.1703
1.7600,0.1511
1.7640,0.1301
1.7680,0.1203
1.7720,0.1203
1.7760,0.1162
1.7800,0.0998
1.7840,0.0792
1.7880,0.0688
1.7920,0.0707
1.7960,0.0720
1.8000,0.0617
1.8040,0.0444
1.8080,0.0345
1.8120,0.0373
1.8160,0.0415
1.8200,0.0330
1.8240,0.0122
1.8280,-0.0078
1.8320,-0.0188
1.8360,-0.0281
1.8400,-0.0480
1.8440,-0.0773
1.8480,-0.0982
1.8520,-0.0937
1.8560,-0.0629
1.8600,-0.0162
1.8640,0.0426
1.8680,0.1243
1.8720,0.2407
1.8760,0.3876
1.8800,0.5460
1.8840,0.6997
1.8880,0.8462
1.8920,0.9883
1.8960,1.1155
1.9000,1.2033
1.9040,1.2305
1.9080,1.1965
1.9120,1.1167
1.9160,1.0037
1.9200,0.8584
1.9240,0.6811
1.9280,0.4866
1.9320,0.3018
1.9360,0.1462
1.9400,0.0195
1.9440,-0.0893
1.9480,-0.1825
1.9520,-0.2491
1.9560,-0.2802
1.9600,-0.2829
1.9640,-0.2752
1.9680,-0.2675
1.9720,-0.2532
1.9760,-0.2219
1.9800,-0.1767
1.9840,-0.1335
1.9880,-0.1039
1.9920,-0.0823
1.9960,-0.0552
2.0000,-0.0196
2.0040,0.0125
2.0080,0.0293
2.0120,0.0346
2.0160,0.0434
2.0200,0.0631
2.0240,0.0846
2.0280,0.0948
2.0320,0.0938
2.0360,0.0954
2.0400,0.1097
2.0440,0.1303
2.0480,0.1428
2.0520,0.1434
2.0560,0.1440
2.0600,0.1567
2.0640,0.1785
2.0680,0.1947
2.0720,0.1983
2.0760,0.1985
2.0800,0.2089
2.0840,0.2301
2.0880,0.2486
2.0920,0.2541
2.0960,0.2528
2.1000,0.2592
2.1040,0.2774
2.1080,0.2956
2.1120,0.3014
2.1160,0.2974
2.1200,0.2980
2.1240,0.3106
2.1280,0.3261
2.1320,0.3305
2.1360,0.3229
2.1400,0.3165
2.1440,0.3218
2.1480,0.3327
2.1520,0.3348
2.1560,0.3235
2.1600,0.3103
2.1640,0.3077
2.1680,0.3134
2.1720,0.3133
2.1760,0.2994
2.1800,0.2806
2.1840,0.2711
2.1880,0.2721
2.1920,0.2706
2.1960,0.2561
2.2000,0.2342
2.2040,0.2196
2.2080,0.2171
2.2120,0.2158
2.2160,0.2029
2.2200,0.1806
2.2240,0.1631
2.2280,0.1586
2.2320,0.1587
2.2360,0.1493
2.2400,0.1290
2.2440,0.1105
2.2480,0.1050
2.2520,0.1072
2.2560,0.1025
2.2600,0.0857
2.2640,0.0678
2.2680,0.0618
2.2720,0.0659
2.2760,0.0660
2.2800,0.0537
2.2840,0.0371
2.2880,0.0304
2.2920,0.0356
2.2960,0.0400
2.3000,0.0323
2.3040,0.0174
2.3080,0.0098
2.3120,0.0152
2.3160,0.0227
2.3200,0.0194
2.3240,0.0063
2.3280,-0.0024
2.3320,0.0020
2.3360,0.0116
2.3400,0.0120
2.3440,0.0010
2.3480,-0.0089
2.3520,-0.0063
2.3560,0.0041
2.3600,0.0079
2.3640,-0.0008
2.3680,-0.0118
2.3720,-0.0116
2.3760,-0.0013
2.3800,0.0052
2.3840,-0.0010
2.3880,-0.0126
2.3920,-0.0151
2.3960,-0.0058
2.4000,0.0029
2.4040,-0.0006
2.4080,-0.0122
2.4120,-0.0173
2.4160,-0.0097
2.4200,0.0005
2.4240,-0.0002
2.4280,-0.0112
2.4320,-0.0186
2.4360,-0.0055
2.4400,0.0077
2.4440,0.0125
2.4480,0.0060
2.4520,0.0004
2.4560,0.0076
2.4600,0.0239
2.4640,0.0347
2.4680,0.0336
2.4720,0.0304
2.4760,0.0387
2.4800,0.0582
2.4840,0.0752
2.4880,0.0799
2.4920,0.0791
2.4960,0.0871
2.5000,0.1071
2.5040,0.1269
2.5080,0.1342
2.5120,0.1323
2.5160,0.1353
2.5200,0.1499
2.5240,0.1663
2.5280,0.1707
2.5320,0.1627
2.5360,0.1559
2.5400,0.1599
2.5440,0.1684
2.5480,0.1669
2.5520,0.1517
2.5560,0.1348
2.5600,0.1285
2.5640,0.1301
2.5680,0.1254
2.5720,0.1073
2.5760,0.0855
2.5800,0.0740
2.5840,0.0735
2.5880,0.0708
2.5920,0.0560
2.5960,0.0353
2.6000,0.0235
2.6040,0.0246
2.6080,0.0272
2.6120,0.0186
2.6160,0.0017
2.6200,-0.0097
2.6240,-0.0083
2.6280,-0.0038
2.6320,-0.0112
2.6360,-0.0323
2.6400,-0.0547
2.6440,-0.0684
2.6480,-0.0781
2.6520,-0.0962
2.6560,-0.1229
2.6600,-0.1416
2.6640,-0.1337
2.6680,-0.0967
2.6720,-0.0413
2.6760,0.0263
2.6800,0.1147
2.6840,0.2358
2.6880,0.3873
2.6920,0.5503
2.6960,0.7061
2.7000,0.8497
2.7040,0.9836
2.7080,1.0995
2.7120,1.1746
2.7160,1.1880
2.7200,1.1384
2.7240,1.0426
2.7280,0.9166
2.7320,0.7640
2.7360,0.5850
2.7400,0.3918
2.7440,0.2097
2.7480,0.0589
2.7520,-0.0599
2.7560,-0.1588
2.7600,-0.2429
2.7640,-0.3032
2.7680,-0.3296
2.7720,-0.3272
2.7760,-0.3139
2.7800,-0.3016
2.7840,-0.2856
2.7880,-0.2547
2.7920,-0.2096
2.7960,-0.1652
2.8000,-0.1345
2.8040,-0.1138
2.8080,-0.0893
2.8120,-0.0557
2.8160,-0.0237
2.8200,-0.0062
2.8240,-0.0013
2.8280,0.0055
2.8320,0.0235
2.8360,0.0452
2.8400,0.0570
2.8440,0.0566
2.8480,0.0571
2.8520,0.0699
2.8560,0.0907
2.8600,0.1049
2.8640,0.1068
2.8680,0.1067
2.8720,0.1178
2.8760,0.1393
2.8800,0.1571
2.8840,0.1622
2.8880,0.1619
2.8920,0.1707
2.8960,0.1912
2.9000,0.2108
2.9040,0.2179
2.9080,0.2166
2.9120,0.2213
2.9160,0.2383
2.9200,0.2572
2.9240,0.2645
2.9280,0.2608
2.9320,0.2598
2.9360,0.2708
2.9400,0.2865
2.9440,0.2924
2.9480,0.2854
2.9520,0.2777
2.9560,0.2811
2.9600,0.2918
2.9640,0.2953
2.9680,0.2849
2.9720,0.2707
2.9760,0.2663
2.9800,0.2714
2.9840,0.2724
2.9880,0.2598
2.9920,0.2406
2.9960,0.2293
3.0000,0.2294
3.0040,0.2289
3.0080,0.2160
3.0120,0.1942
3.0160,0.1780
3.0200,0.1744
3.0240,0.1739
3.0280,0.1629
3.0320,0.1412
3.0360,0.1224
3.0400,0.1166
3.0440,0.1172
3.0480,0.1098
3.0520,0.0905
3.0560,0.0713
3.0600,0.0643
3.0640,0.0666
3.0680,0.0637
3.0720,0.0485
3.0760,0.0302
3.0800,0.0226
3.0840,0.0264
3.0880,0.0281
3.0920,0.0176
3.0960,0.0010
3.1000,-0.0071
3.1040,-0.0025
3.1080,0.0031
3.1120,-0.0028
3.1160,-0.0173
3.1200,-0.0261
3.1240,-0.0218
3.1280,-0.0134
3.1320,-0.0149
3.1360,-0.0271
3.1400,-0.0369
3.1440,-0.0338
3.1480,-0.0238
3.1520,-0.0215
3.1560,-0.0314
3.1600,-0.0421
3.1640,-0.0410
3.1680,-0.0306
3.1720,-0.0251
3.1760,-0.0324
3.1800,-0.0438
3.1840,-0.0452
3.1880,-0.0353
3.1920,-0.0273
3.1960,-0.0319
3.2000,-0.0435
3.2040,-0.0474
3.2080,-0.0390
3.2120,-0.0292
3.2160,-0.0309
3.2200,-0.0421
3.2240,-0.0485
3.2280,-0.0420
3.2320,-0.0311
3.2360,-0.0299
3.2400,-0.0401
3.2440,-0.0422
3.2480,-0.0363
3.2520,-0.0227
3.2560,-0.0159
3.2600,-0.0210
3.2640,-0.0271
3.2680,-0.0212
3.2720,-0.0048
3.2760,0.0079
3.2800,0.0085
3.2840,0.0052
3.2880,0.0122
3.2920,0.0314
3.2960,0.0499
3.3000,0.0565
3.3040,0.0559
3.3080,0.0624
3.3120,0.0815
3.3160,0.1023
3.3200,0.1113
3.3240,0.1096
3.3280,0.1110
3.3320,0.1240
3.3360,0.1407
3.3400,0.1465
3.3440,0.1389
3.3480,0.1305
3.3520,0.1327
3.3560,0.1409
3.3600,0.1407
3.3640,0.1263
3.3680,0.1084
3.3720,0.1003
3.3760,0.1015
3.3800,0.0982
3.3840,0.0816
3.3880,0.0595
3.3920,0.0465
3.3960,0.0456
3.4000,0.0444
3.4040,0.0316
3.4080,0.0113
3.4120,-0.0018
3.4160,-0.0013
3.4200,0.0024
3.4240,-0.0040
3.4280,-0.0202
3.4320,-0.0327
3.4360,-0.0327
3.4400,-0.0281
3.4440,-0.0342
3.4480,-0.0553
3.4520,-0.0798
3.4560,-0.0958
3.4600,-0.1059
3.4640,-0.1216
3.4680,-0.1449
3.4720,-0.1602
3.4760,-0.1484
3.4800,-0.1050
3.4840,-0.0407
3.4880,0.0361
3.4920,0.1315
3.4960,0.2573
3.5000,0.4128
3.5040,0.5796
3.5080,0.7369
3.5120,0.8771
3.5160,1.0019
3.5200,1.1054
3.5240,1.1672
3.5280,1.1667
3.5320,1.1021
3.5360,0.9913
3.5400,0.8535
3.5440,0.6949
3.5480,0.5155
3.5520,0.3251
3.5560,0.1470
3.5600,0.0016
3.5640,-0.1091
3.5680,-0.1981
3.5720,-0.2729
3.5760,-0.3266
3.5800,-0.3484
3.5840,-0.3414
3.5880,-0.3226
3.5920,-0.3058
3.5960,-0.2879
3.6000,-0.2574
3.6040,-0.2126
3.6080,-0.1672
3.6120,-0.1353
3.6160,-0.1151
3.6200,-0.0929
3.6240,-0.0614
3.6280,-0.0296
3.6320,-0.0109
3.6360,-0.0060
3.6400,-0.0008
3.6440,0.0155
3.6480,0.0374
3.6520,0.0509
3.6560,0.0516
3.6600,0.0513
3.6640,0.0628
3.6680,0.0836
3.6720,0.0997
3.6760,0.1032
3.6800,0.1027
3.6840,0.1125
3.6880,0.1336
3.6920,0.1530
3.6960,0.1598
3.7000,0.1596
3.7040,0.1670
3.7080,0.1866
3.7120,0.2073
3.7160,0.2163
3.7200,0.2153
3.7240,0.2186
3.7280,0.2343
3.7320,0.2538
3.7360,0.2629
3.7400,0.2599
3.7440,0.2576
3.7480,0.2670
3.7520,0.2828
3.7560,0.2903
3.7600,0.2843
3.7640,0.2756
3.7680,0.2772
3.7720,0.2876
3.7760,0.2924
3.7800,0.2834
3.7840,0.2686
3.7880,0.2624
3.7920,0.2667
3.7960,0.2690
3.8000,0.2580
3.8040,0.2387
3.8080,0.2258
3.8120,0.2249
3.8160,0.2254
3.8200,0.2143
3.8240,0.1930
3.8280,0.1755
3.8320,0.1707
3.8360,0.1709
3.8400,0.1618
3.8440,0.1411
3.8480,0.1215
3.8520,0.1144
3.8560,0.1153
3.8600,0.1098
3.8640,0.0920
3.8680,0.0723
3.8720,0.0640
3.8760,0.0663
3.8800,0.0652
3.8840,0.0517
3.8880,0.0333
3.8920,0.0244
3.8960,0.0278
3.9000,0.0310
3.9040,0.0225
3.9080,0.0062
3.9120,-0.0031
3.9160,0.0007
3.9200,0.0074
3.9240,0.0036
3.9280,-0.0101
3.9320,-0.0201
3.9360,-0.0169
3.9400,-0.0077
3.9440,-0.0072
3.9480,-0.0183
3.9520,-0.0289
3.9560,-0.0272
3.9600,-0.0170
3.9640,-0.0128
3.9680,-0.0212
3.9720,-0.0324
3.9760,-0.0328
3.9800,-0.0226
3.9840,-0.0155
3.9880,-0.0211
3.9920,-0.0325
3.9960,-0.0354
4.0000,-0.0261
4.0040,-0.0168
4.0080,-0.0195
4.0120,-0.0308
4.0160,-0.0361
4.0200,-0.0286
4.0240,-0.0179
4.0280,-0.0176
4.0320,-0.0281
4.0360,-0.0356
4.0400,-0.0304
4.0440,-0.0190
4.0480,-0.0159
4.0520,-0.0249
4.0560,-0.0273
4.0600,-0.0227
4.0640,-0.0088
4.0680,-0.0001
4.0720,-0.0036
4.0760,-0.0100
4.0800,-0.0053
4.0840,0.0109
4.0880,0.0254
4.0920,0.0280
4.0960,0.0249
4.1000,0.0307
4.1040,0.0493
4.1080,0.0692
4.1120,0.0778
4.1160,0.0776
4.1200,0.0829
4.1240,0.1009
4.1280,0.1223
4.1320,0.1330
4.1360,0.1319
4.1400,0.1319
4.1440,0.1432
4.1480,0.1598
4.1520,0.1670
4.1560,0.1601
4.1600,0.1504
4.1640,0.1505
4.1680,0.1583
4.1720,0.1593
4.1760,0.1460
4.1800,0.1273
4.1840,0.1175
4.1880,0.1180
4.1920,0.1160
4.1960,0.1011
4.2000,0.0790
4.2040,0.0646
4.2080,0.0630
4.2120,0.0631
4.2160,0.0523
4.2200,0.0327
4.2240,0.0186
4.2280,0.0182
4.2320,0.0229
4.2360,0.0185
4.2400,0.0033
4.2440,-0.0103
4.2480,-0.0118
4.2520,-0.0074
4.2560,-0.0125
4.2600,-0.0334
4.2640,-0.0597
4.2680,-0.0782
4.2720,-0.0886
4.2760,-0.1016
4.2800,-0.1207
4.2840,-0.1321
4.2880,-0.1160
4.2920,-0.0661
4.2960,0.0071
4.3000,0.0931
4.3040,0.1954
4.3080,0.3255
4.3120,0.4843
4.3160,0.6539
4.3200,0.8118
4.3240,0.9475
4.3280,1.0622
4.3320,1.1521
4.3360,1.1997
4.3400,1.1851
4.3440,1.1062
4.3480,0.9813
4.3520,0.8326
4.3560,0.6691
4.3600,0.4904
4.3640,0.3040
4.3680,0.1307
4.3720,-0.0088
4.3760,-0.1117
4.3800,-0.1909
4.3840,-0.2566
4.3880,-0.3037
4.3920,-0.3214
4.3960,-0.3104
4.4000,-0.2867
4.4040,-0.2656
4.4080,-0.2459
4.4120,-0.2160
4.4160,-0.1720
4.4200,-0.1260
4.4240,-0.0929
4.4280,-0.0731
4.4320,-0.0532
4.4360,-0.0240
4.4400,0.0074
4.4440,0.0270
4.4480,0.0323
4.4520,0.0360
4.4560,0.0504
4.4600,0.0723
4.4640,0.0873
4.4680,0.0894
4.4720,0.0885
4.4760,0.0984
4.4800,0.1190
4.4840,0.1366
4.4880,0.1417
4.4920,0.1412
4.4960,0.1495
4.5000,0.1699
4.5040,0.1905
4.5080,0.1991
4.5120,0.1992
4.5160,0.2051
4.5200,0.2236
4.5240,0.2450
4.5280,0.2557
4.5320,0.2553
4.5360,0.2572
4.5400,0.2714
4.5440,0.2911
4.5480,0.3018
4.5520,0.2995
4.5560,0.2961
4.5600,0.3037
4.5640,0.3192
4.5680,0.3281
4.5720,0.3231
4.5760,0.3136
4.5800,0.3133
4.5840,0.3229
4.5880,0.3289
4.5920,0.3211
4.5960,0.3059
4.6000,0.2979
4.6040,0.3011
4.6080,0.3042
4.6120,0.2948
4.6160,0.2756
4.6200,0.2610
4.6240,0.2588
4.6280,0.2600
4.6320,0.2506
4.6360,0.2298
4.6400,0.2111
4.6440,0.2049
4.6480,0.2054
4.6520,0.1980
4.6560,0.1784
4.6600,0.1579
4.6640,0.1493
4.6680,0.1503
4.6720,0.1464
4.6760,0.1301
4.6800,0.1100
4.6840,0.1002
4.6880,0.1021
4.6920,0.1025
4.6960,0.0907
4.7000,0.0724
4.7040,0.0621
4.7080,0.0647
4.7120,0.0691
4.7160,0.0623
4.7200,0.0466
4.7240,0.0359
4.7280,0.0386
4.7320,0.0461
4.7360,0.0442
4.7400,0.0312
4.7440,0.0202
4.7480,0.0221
4.7520,0.0314
4.7560,0.0337
4.7600,0.0238
4.7640,0.0124
4.7680,0.0126
4.7720,0.0226
4.7760,0.0284
4.7800,0.0214
4.7840,0.0098
4.7880,0.0078
4.7920,0.0173
4.7960,0.0257
4.8000,0.0217
4.8040,0.0103
4.8080,0.0059
4.8120,0.0141
4.8160,0.0243
4.8200,0.0233
4.8240,0.0125
4.8280,0.0058
4.8320,0.0120
4.8360,0.0232
4.8400,0.0252
4.8440,0.0155
4.8480,0.0068
4.8520,0.0105
4.8560,0.0220
4.8600,0.0268
4.8640,0.0189
4.8680,0.0163
4.8720,0.0193
4.8760,0.0329
4.8800,0.0433
4.8840,0.0414
4.8880,0.0348
4.8920,0.0380
4.8960,0.0537
4.9000,0.0696
4.9040,0.0741
4.9080,0.0712
4.9120,0.0756
4.9160,0.0933
4.9200,0.1142
4.9240,0.1245
4.9280,0.1249
4.9320,0.1287
4.9360,0.1452
4.9400,0.1669
4.9440,0.1791
4.9480,0.1784
4.9520,0.1769
4.9560,0.1863
4.9600,0.2023
4.9640,0.2106
4.9680,0.2043
4.9720,0.1933
4.9760,0.1912
4.9800,0.1980
4.9840,0.1999
4.9880,0.1877
4.9920,0.1683
4.9960,0.1565
5.0000,0.1559
5.0040,0.1548
5.0080,0.1415
5.0120,0.1195
5.0160,0.1036
5.0200,0.1009
5.0240,0.1018
5.0280,0.0929
5.0320,0.0740
5.0360,0.0588
5.0400,0.0570
5.0440,0.0622
5.0480,0.0597
5.0520,0.0454
5.0560,0.0307
5.0600,0.0272
5.0640,0.0309
5.0680,0.0264
5.0720,0.0056
5.0760,-0.0226
5.0800,-0.0436
5.0840,-0.0545
5.0880,-0.0648
5.0920,-0.0793
5.0960,-0.0862
5.1000,-0.0655
5.1040,-0.0095
5.1080,0.0722
5.1120,0.1671
5.1160,0.2761
5.1200,0.4100
5.1240,0.5710
5.1280,0.7421
5.1320,0.8993
5.1360,1.0294
5.1400,1.1328
5.1440,1.2080
5.1480,1.2403
5.1520,1.2113
5.1560,1.1185
5.1600,0.9806
5.1640,0.8219
5.1680,0.6541
5.1720,0.4771
5.1760,0.2955
5.1800,0.1277
5.1840,-0.0060
5.1880,-0.1014
5.1920,-0.1714
5.1960,-0.2282
5.2000,-0.2692
5.2040,-0.2831
5.2080,-0.2689
5.2120,-0.2412
5.2160,-0.2161
5.2200,-0.1949
5.2240,-0.1659
5.2280,-0.1233
5.2320,-0.0773
5.2360,-0.0434
5.2400,-0.0240
5.2440,-0.0065
5.2480,0.0200
5.2520,0.0505
5.2560,0.0709
5.2600,0.0765
5.2640,0.0788
5.2680,0.0911
5.2720,0.1123
5.2760,0.1286
5.2800,0.1319
5.2840,0.1304
5.2880,0.1385
5.2920,0.1584
5.2960,0.1772
5.3000,0.1839
5.3040,0.1832
5.3080,0.1898
5.3120,0.2091
5.3160,0.2304
5.3200,0.2406
5.3240,0.2409
5.3280,0.2452
5.3320,0.2621
5.3360,0.2839
5.3400,0.2960
5.3440,0.2961
5.3480,0.2966
5.3520,0.3089
5.3560,0.3283
5.3600,0.3402
5.3640,0.3387
5.3680,0.3341
5.3720,0.3396
5.3760,0.3543
5.3800,0.3641
5.3840,0.3601
5.3880,0.3497
5.3920,0.3473
5.3960,0.3557
5.4000,0.3623
5.4040,0.3558
5.4080,0.3401
5.4120,0.3301
5.4160,0.3318
5.4200,0.3353
5.4240,0.3272
5.4280,0.3081
5.4320,0.2918
5.4360,0.2879
5.4400,0.2891
5.4440,0.2812
5.4480,0.2611
5.4520,0.2410
5.4560,0.2330
5.4600,0.2333
5.4640,0.2274
5.4680,0.2088
